Token,Item Name,Variation Name,SKU,Description,Categories,Reporting Category,SEO Title,SEO Description,Permalink,GTIN,Square Online Item Visibility,Item Type,Weight (lb),Social Media Link Title,Social Media Link Description,Shipping Enabled,Self-serve Ordering Enabled,Delivery Enabled,Pickup Enabled,Price,Online Sale Price,Archived,Sellable,Contains Alcohol,Stockable,Skip Detail Screen in POS,Option Name 1,Option Value 1,Option Name 2,Option Value 2,Default Unit Cost,Default Vendor Name,Default Vendor Code,Current Quantity Quinn Florist,New Quantity Quinn Florist,Stock Alert Enabled Quinn Florist,Stock Alert Count Quinn Florist,Modifier Set - Funerals,Modifier Set - Type,Modifier Set - Wedding
JDPIMYDDVZSHK6SVWSPWERQA,"Blue &amp; White Hydrangea - ""Coastal Breeze""","Standard, Bouquet",qf-bt-002642,,Flowers > Birthday,Flowers > Birthday,,,,,unavailable,Physical good,,,,,,,,50.00,,N,,,,,Size,Standard,Style,Bouquet,,,,,,,,N,N,N
GTNP3DMECHEU5QM3V53UBPM5,"Blue &amp; White Hydrangea - ""Coastal Breeze""","Standard, Vase Arrangement",qf-bt-002643,,Flowers > Birthday,Flowers > Birthday,,,,,unavailable,Physical good,,,,,,,,65.00,,N,,,,,Size,Standard,Style,Vase Arrangement,,,,,,,,N,N,N
R27DUVLFR3BJKPBIR42KO7QY,"Blue Hydrangea -""Blue Mist""","Deluxe, Bouquet",qf-bt-002617,"Serene and fresh, this bouquet of soft blue hydrangeas brings an ocean breeze into any room. With oversized, ruffled blooms and vibrant green leaves, “Blue Mist” is perfect for sending peace, marking a milestone, or brightening someone's day. Offered as a lush hand-tied bouquet or designed in a clean glass vase for easy gifting.

Available in Standard, Deluxe, and Premium sizes
Each size includes more stems for a fuller, more dramatic look.",Flowers > Birthday,Flowers > Birthday,,,,,unavailable,Physical good,,,,Y,,,,75.00,,N,,,,,Size,Deluxe,Style,Bouquet,,,,,,,,N,N,N
ZVEQKEXYGYOQL4K4KYODKADZ,"Blue Hydrangea -""Blue Mist""","Deluxe, Vase Arrangement",qf-bt-002618,,Flowers > Birthday,Flowers > Birthday,,,,,unavailable,Physical good,,,,,,,,90.00,,N,,,,,Size,Deluxe,Style,Vase Arrangement,,,,,,,,N,N,N
3AL3AURZYGVESF5HHQ4NCGGG,"Blue Hydrangea -""Blue Mist""","Premium, Bouquet",qf-bt-002619,,Flowers > Birthday,Flowers > Birthday,,,,,unavailable,Physical good,,,,,,,,100.00,,N,,,,,Size,Premium,Style,Bouquet,,,,,,,,N,N,N
YLTEK3AOEIESJVHQAGRCGZFQ,"Blue Hydrangea -""Blue Mist""","Premium, Vase Arrangement",qf-bt-002620,,Flowers > Birthday,Flowers > Birthday,,,,,unavailable,Physical good,,,,,,,,120.00,,N,,,,,Size,Premium,Style,Vase Arrangement,,,,,,,,N,N,N
CCNACCM4GMVVNSLCEVVS7WHP,"Blue Hydrangea -""Blue Mist""","Standard, Bouquet",qf-bt-002615,,Flowers > Birthday,Flowers > Birthday,,,,,unavailable,Physical good,,,,,,,,50.00,,N,,,,,Size,Standard,Style,Bouquet,,,,,,,,N,N,N
CKI5ORIJMUZE5ETXULENPJL3,"Blue Hydrangea -""Blue Mist""","Standard, Vase Arrangement",qf-bt-002616,,Flowers > Birthday,Flowers > Birthday,,,,,unavailable,Physical good,,,,,,,,65.00,,N,,,,,Size,Standard,Style,Vase Arrangement,,,,,,,,N,N,N
ITLWUOVSXUDTHFJMIL5EAT6X,Blue Serenity Standing Spray,Deluxe,qf-ss-003099,"Our Blue Serenity Standing Spray offers a peaceful and elegant tribute, handcrafted with blue hydrangeas, white roses, and lilies. Accented with lush greenery and a satin blue ribbon bow, this spray represents peace, tranquility, and eternal love.

Presented on a standing easel, it is a thoughtful and dignified choice for funeral or memorial services, offering comfort and beauty during times of remembrance.

Available Sizes: Medium, Large

Perfect for: Sympathy, Funeral & Memorial Services

Flowers Included: Blue hydrangeas, white roses, lilies, seasonal greenery, satin blue ribbon",Flowers > Sympathy/Funeral > Sympathy for the Service,Flowers > Sympathy/Funeral > Sympathy for the Service,,,,,unavailable,Physical good,,,,Y,,,,400.00,,N,,,,,Size,Deluxe,,,,,,,,,,N,N,N
ARWMWVWJPZDR6APZI373APNF,Blue Serenity Standing Spray,Premium,qf-ss-003100,,Flowers > Sympathy/Funeral > Sympathy for the Service,Flowers > Sympathy/Funeral > Sympathy for the Service,,,,,unavailable,Physical good,,,,,,,,550.00,,N,,,,,Size,Premium,,,,,,,,,,N,N,N
7J6MMUQZ5RT2J37MEH63XDHI,Blue Skies &amp; Sunshine,Deluxe,qf-bt-001857,"A cheerful mix of bold blue hydrangeas, sunny yellow gerbera daisies, white roses, and golden solidago. Arranged in a clear glass vase, this design brings a fresh and uplifting palette that’s perfect for celebrations or everyday joy.

Please note: Floral arrangements may vary slightly depending on seasonal availability. We will always maintain the overall look, feel, and value.",Flowers > Birthday,Flowers > Birthday,,,,,unavailable,Physical good,,,,Y,,,,105.00,,N,,,,,Size,Deluxe,,,,,,,,,,N,N,N
WGBC2YWYGY6TGGAA7D5NI2S5,Blue Skies &amp; Sunshine,Premium,qf-bt-001858,,Flowers > Birthday,Flowers > Birthday,,,,,unavailable,Physical good,,,,,,,,150.00,,N,,,,,Size,Premium,,,,,,,,,,N,N,N
AW6QQXZQ77OL6R4JPAH6U2WI,Blue Skies &amp; Sunshine,Standard,qf-bt-001856,,Flowers > Birthday,Flowers > Birthday,,,,,unavailable,Physical good,,,,,,,,78.00,,N,,,,,Size,Standard,,,,,,,,,,N,N,N
RVGNEFEMT3A6JPVMIV5CF7UM,Blush Berry,"Deluxe, Bouquet",qf-an-001508,"A cheerful arrangement featuring bold pink ranunculus, delicate waxflowers, and fresh greenery. Perfect for sending joy, celebrating a birthday, or showing your appreciation.

Please note: All flowers are subject to seasonal availability and may be substituted with similar blooms of equal value and beauty.

Available in Standard, Deluxe, and Premium sizes
Each size includes more stems for a fuller, more dramatic look.",Flowers > Anniversary,Flowers > Anniversary,,,,,unavailable,Physical good,,,,Y,,,,85.00,,N,,,,,Size,Deluxe,Style,Bouquet,,,,,,,,N,N,N
IGVKMCVMRYE32DX3ANO66VY6,Blush Berry,"Deluxe, Vase Arrangement",qf-an-001509,,Flowers > Anniversary,Flowers > Anniversary,,,,,unavailable,Physical good,,,,,,,,105.00,,N,,,,,Size,Deluxe,Style,Vase Arrangement,,,,,,,,N,N,N
ZWCRB3IXZ6F4MUTU7A3A2EO5,Blush Berry,"Premium, Bouquet",qf-an-001510,,Flowers > Anniversary,Flowers > Anniversary,,,,,unavailable,Physical good,,,,,,,,105.00,,N,,,,,Size,Premium,Style,Bouquet,,,,,,,,N,N,N
TNMCVSYWGKCRFH5SYEWX4EO7,Blush Berry,"Premium, Vase Arrangement",qf-an-001511,,Flowers > Anniversary,Flowers > Anniversary,,,,,unavailable,Physical good,,,,,,,,125.00,,N,,,,,Size,Premium,Style,Vase Arrangement,,,,,,,,N,N,N
UAV2SL3TELNVM5R57K7EOY2I,Blush Berry,"Standard, Bouquet",qf-an-001506,,Flowers > Anniversary,Flowers > Anniversary,,,,,unavailable,Physical good,,,,,,,,65.00,,N,,,,,Size,Standard,Style,Bouquet,,,,,,,,N,N,N
JZ5TNT2CRRC442KZLLUUVBPY,Blush Berry,"Standard, Vase Arrangement",qf-an-001507,,Flowers > Anniversary,Flowers > Anniversary,,,,,unavailable,Physical good,,,,,,,,80.00,,N,,,,,Size,Standard,Style,Vase Arrangement,,,,,,,,N,N,N
O2FCTPNQTJYLILH7WMSL336S,Blush Dahlia Garden,"Deluxe, Bouquet",qf-bt-001546,"The Blush Dahlia Garden combines elegant pink dahlias with pastel limonium, lush greens, and eucalyptus for texture and movement. A versatile bouquet that feels both romantic and refined—great for birthdays, get well wishes, or just because.

Please note: Flowers are subject to seasonal availability. Substitutions may occur using blooms of similar color and style to preserve the bouquet’s look and feel.

Available in Standard, Deluxe, and Premium sizes
Each size includes more stems for a fuller, more dramatic look.",Flowers > Birthday,Flowers > Birthday,,,,,unavailable,Physical good,,,,Y,,,,85.00,,N,,,,,Size,Deluxe,Style,Bouquet,,,,,,,,N,N,N
SKPXHBNW74H2LSPCMR62UFV3,Blush Dahlia Garden,"Deluxe, Vase Arrangement",qf-bt-001547,,Flowers > Birthday,Flowers > Birthday,,,,,unavailable,Physical good,,,,,,,,105.00,,N,,,,,Size,Deluxe,Style,Vase Arrangement,,,,,,,,N,N,N
7AA7AAV7B7FYON4F777PVIAU,Blush Dahlia Garden,"Premium, Bouquet",qf-bt-001548,,Flowers > Birthday,Flowers > Birthday,,,,,unavailable,Physical good,,,,,,,,105.00,,N,,,,,Size,Premium,Style,Bouquet,,,,,,,,N,N,N
2C7QXKYHBG7EO3C4WZWMWY2R,Blush Dahlia Garden,"Premium, Vase Arrangement",qf-bt-001549,,Flowers > Birthday,Flowers > Birthday,,,,,unavailable,Physical good,,,,,,,,125.00,,N,,,,,Size,Premium,Style,Vase Arrangement,,,,,,,,N,N,N
N37PJ2Q6BNHZBIM4WICQXUCA,Blush Dahlia Garden,"Standard, Bouquet",qf-bt-001544,,Flowers > Birthday,Flowers > Birthday,,,,,unavailable,Physical good,,,,,,,,65.00,,N,,,,,Size,Standard,Style,Bouquet,,,,,,,,N,N,N
7I2ZBNOUH4552RNLNO2DJAU2,Blush Dahlia Garden,"Standard, Vase Arrangement",qf-bt-001545,,Flowers > Birthday,Flowers > Birthday,,,,,unavailable,Physical good,,,,,,,,85.00,,N,,,,,Size,Standard,Style,Vase Arrangement,,,,,,,,N,N,N
46XGKXPMOMVG46B6VGLJ2B7O,Blush Serenity,Deluxe,qf-an-001317,"Soft, romantic, and perfectly petite—Blush Serenity features pale pink roses delicately arranged with waxflower, fresh greenery, and nestled in a clear fishbowl vase with smooth river stones. A gentle and graceful design perfect for expressing love, sympathy, or sweet congratulations.

Please note: Floral arrangements may vary slightly depending on seasonal availability. We will always maintain the overall look, feel, and value.",Flowers > Anniversary,Flowers > Anniversary,,,,,unavailable,Physical good,,,,Y,,,,74.99,,N,,,,,Size,Deluxe,,,,,,,,,,N,N,N
OQ6MJNTKGPA7U2OQFA7TIWAW,Blush Serenity,Premium,qf-an-001318,,Flowers > Anniversary,Flowers > Anniversary,,,,,unavailable,Physical good,,,,,,,,84.99,,N,,,,,Size,Premium,,,,,,,,,,N,N,N
SPV3OIZXJFRERTFQP3LCQUKL,Blush Serenity,Standard,qf-an-001316,,Flowers > Anniversary,Flowers > Anniversary,,,,,unavailable,Physical good,,,,,,,,64.99,,N,,,,,Size,Standard,,,,,,,,,,N,N,N
ZG3TP6O2HP6VWH6GAHR43MCI,Blushing Grace,Blushing Grace,qf-an-004240,"Blushing Grace is a stunning floral arrangement that radiates warmth, romance, and timeless beauty — handcrafted by Quinn Florist in Astoria, NY. This bouquet combines premium roses, lush hydrangeas, soft pink ranunculus, and delicate carnations accented with velvety dusty miller for a natural, graceful texture. Presented in a chic ivory ribbed vase, Blushing Grace is the perfect centerpiece for any occasion — whether it’s an anniversary, birthday, or “just because” gesture to brighten someone’s day.

Each flower is carefully selected for freshness and harmony, creating an elegant balance of soft peach, blush, and cream tones that feel both classic and contemporary. The muted greens of dusty miller add a cool contrast, enhancing the pastel hues and giving this arrangement a refined, garden-inspired look.

Perfect for gifting or home décor, Blushing Grace brings a touch of modern romance to any setting. Send this bouquet to express love, appreciation, or heartfelt congratulations — beautifully designed and hand-delivered by Quinn Florist with care.","Flowers > Birthday, Flowers > Just Because, Flowers > Thank you, Flowers > Anniversary",Flowers > Anniversary,,,,,unavailable,Physical good,,,,Y,,,,115.00,,N,,,,,,,,,,,,,,,,N,N,N
77UR3XNNE6QAUBB4TO3DNY7Z,Blushing Peony Bouquet,"Deluxe, Bouquet",qf-an-001391,"A romantic hand-tied bouquet of lush pink peonies, delicate filler blooms, and fern greenery. Perfect for birthdays, anniversaries, or just because.

Available in Standard, Deluxe, and Premium sizes
Each size includes more stems for a fuller, more dramatic look.",Flowers > Anniversary,Flowers > Anniversary,,,,,unavailable,Physical good,,,,Y,,,,85.00,,N,,,,,Size,Deluxe,Style,Bouquet,,,,,,,,N,N,N
XWXJKN4N2IY6XXDAYBQXGFIR,Blushing Peony Bouquet,"Deluxe, Vase Arrangement",qf-an-001392,,Flowers > Anniversary,Flowers > Anniversary,,,,,unavailable,Physical good,,,,,,,,100.00,,N,,,,,Size,Deluxe,Style,Vase Arrangement,,,,,,,,N,N,N
ESOLX2MEMSEKFKTVIH36CIFU,Blushing Peony Bouquet,"Premium, Bouquet",qf-an-001393,,Flowers > Anniversary,Flowers > Anniversary,,,,,unavailable,Physical good,,,,,,,,110.00,,N,,,,,Size,Premium,Style,Bouquet,,,,,,,,N,N,N
FPB2WWGKCT2XLDOR3E6NA5YE,Blushing Peony Bouquet,"Premium, Vase Arrangement",qf-an-001394,,Flowers > Anniversary,Flowers > Anniversary,,,,,unavailable,Physical good,,,,,,,,125.00,,N,,,,,Size,Premium,Style,Vase Arrangement,,,,,,,,N,N,N
P5QMR5KGQZEMWWMIAY2MJGWH,Blushing Peony Bouquet,"Standard, Bouquet",qf-an-001389,,Flowers > Anniversary,Flowers > Anniversary,,,,,unavailable,Physical good,,,,,,,,65.00,,N,,,,,Size,Standard,Style,Bouquet,,,,,,,,N,N,N
XY7TDV5HM7FIPS3S633GU2MV,Blushing Peony Bouquet,"Standard, Vase Arrangement",qf-an-001390,,Flowers > Anniversary,Flowers > Anniversary,,,,,unavailable,Physical good,,,,,,,,80.00,,N,,,,,Size,Standard,Style,Vase Arrangement,,,,,,,,N,N,N
VCSAHNTSEEMNTHILTRCQQBRP,Bonsai Medium,Regular,N400152,,Indoor Plants,Indoor Plants,,,,,unavailable,Physical good,,,,Y,N,N,N,67.99,,N,,N,,N,,,,,,,,,,,,N,N,N
24FHVEWQYBHIW5W5VQRSGA4D,Bonsai small,Regular,7115361,,Indoor Plants,Indoor Plants,,,,,unavailable,Physical good,,,,Y,N,N,N,33.00,,N,,N,,N,,,,,,,,,,,,N,N,N
B2QYSZKWINEGS52YZQLGEPAH,Bright Day,Deluxe,qf-an-003090,"Our Bright Day arrangement bursts with color and joy. Designed with sunny yellow roses, bold orange lilies, pastel-hued daisies, soft blush roses, and fragrant pink stock, this lively mix is complemented by fresh greenery and filler accents. Arranged in a clear glass vase, it makes the perfect gift for celebrating birthdays, sending congratulations, or simply bringing light to someone’s day.

Available in three sizes:

Standard – A balanced selection of blooms in a clear glass vase.

Deluxe – Includes more roses and lilies for extra vibrance.

Premium – The fullest version with abundant, dramatic blooms.",Flowers > Anniversary,Flowers > Anniversary,,,,,unavailable,Physical good,,,,Y,,,,110.00,,N,,,,,Arrangement Size,Deluxe,,,,,,,,,,N,N,N
WOZEUE5K5K4PZJ6HJE3TEW6X,Bright Day,Premium,qf-an-003090,,Flowers > Anniversary,Flowers > Anniversary,,,,,unavailable,Physical good,,,,,,,,95.00,,N,,,,,Arrangement Size,Premium,,,,,,,,,,N,N,N
YJP4QOMOTUP25D25W2IYJWNB,Bright Day,Standard,qf-an-003090,,Flowers > Anniversary,Flowers > Anniversary,,,,,unavailable,Physical good,,,,,,,,80.00,,N,,,,,Arrangement Size,Standard,,,,,,,,,,N,N,N
KQZOU26YUEOVQ2BROYWA4WEX,Bright Horizons,Deluxe,qf-an-003074,"Our Garden Serenade arrangement captures the beauty of a blooming garden in one elegant design. Featuring soft blue hydrangeas, bright pink roses, fuchsia ranunculus, and fragrant lavender stock, this arrangement is complemented by greenery and finished in a sleek white cube vase. A perfect choice for birthdays, anniversaries, or simply adding a cheerful pop of color to any space.",Flowers > Anniversary,Flowers > Anniversary,,,,,unavailable,Physical good,,,,Y,,,,125.00,,N,,,,,Size,Deluxe,,,,,,,,,,N,N,N
PRSR35QVZDOP5QIOJF3TZJSV,Bright Horizons,Premium,qf-an-003075,,Flowers > Anniversary,Flowers > Anniversary,,,,,unavailable,Physical good,,,,,,,,155.00,,N,,,,,Size,Premium,,,,,,,,,,N,N,N
OCWUDLNRAKND45AQVFOX5V2U,Bright Horizons,Standard,qf-an-003073,,Flowers > Anniversary,Flowers > Anniversary,,,,,unavailable,Physical good,,,,,,,,95.00,,N,,,,,Size,Standard,,,,,,,,,,N,N,N
UWQ5XVJOCD3QMMJEQO5NZUQC,Bush Gardenia 10in,,,,Outdoor Plant,Outdoor Plant,,,,,unavailable,Physical good,,,,Y,N,N,N,49.99,,N,,N,,N,,,,,,,,,,,,N,N,N
JGNFPWXDOZC32XK4LLMEZLSM,Bush Gardenia 8in,,,,Outdoor Plant,Outdoor Plant,,,,,unavailable,Physical good,,,,Y,N,N,N,34.99,,N,,N,,N,,,,,,,,,,,,N,N,N
JZ2ITFC2YAOORFYQKAWDQIGC,Buttons,Regular,211155T,,Flowers,Flowers,,,,,,Physical good,,,,N,N,N,N,2.50,,N,,N,,N,,,,,,,,-123,,,,N,N,N
XJVJ4PLSDJ2CYPLCMHTT75ME,Calla Lilies (Open cut),Regular,698323L,,Flowers,Flowers,,,,,,Physical good,,,,N,N,N,N,7.00,,N,,N,,N,,,,,,,,-141,,,,N,N,N
NZCY3WJX2PT5ZFSXDR23LRS2,Calla Lilies (mini),Regular,564259M,,Flowers,Flowers,,,,,,Physical good,,,,N,N,N,N,6.00,,N,,N,,N,,,,,,,,-146,,,,N,N,N
N5F3HSQFQFWC2XPJWGORFXDW,Calla Lily Bouquet,"Deluxe, Bouquet",qf-an-002653,"Simple. Sculptural. Stunning. “Ivory Grace” features long-stemmed white calla lilies rising above cool-toned eucalyptus and rich greenery for a look that’s refined and timeless. This bouquet embodies quiet elegance—ideal for sympathy, modern weddings, or minimalist décor lovers. Choose between a wrapped bouquet or a clear glass vase version.

Available in Standard, Deluxe, and Premium sizes
Each size includes more stems for a fuller, more dramatic look.",Flowers > Anniversary,Flowers > Anniversary,,,,,unavailable,Physical good,,,,Y,,,,85.00,,N,,,,,Size,Deluxe,Style,Bouquet,,,,,,,,N,N,N
3LST64343FVF4DL2PKYLGBSL,Calla Lily Bouquet,"Deluxe, Vase Arrangement",qf-an-002654,,Flowers > Anniversary,Flowers > Anniversary,,,,,unavailable,Physical good,,,,,,,,90.00,,N,,,,,Size,Deluxe,Style,Vase Arrangement,,,,,,,,N,N,N
HU7LS7XPI6WYNRAIYYZN7NP7,Calla Lily Bouquet,"Premium, Bouquet",qf-an-002655,,Flowers > Anniversary,Flowers > Anniversary,,,,,unavailable,Physical good,,,,,,,,110.00,,N,,,,,Size,Premium,Style,Bouquet,,,,,,,,N,N,N
G7D4WMHHCDCT547QRWYIIMHD,Calla Lily Bouquet,"Premium, Vase Arrangement",qf-an-002656,,Flowers > Anniversary,Flowers > Anniversary,,,,,unavailable,Physical good,,,,,,,,120.00,,N,,,,,Size,Premium,Style,Vase Arrangement,,,,,,,,N,N,N
WE56F5SUOR46ZPJV4GNOSWBK,Calla Lily Bouquet,"Standard, Bouquet",qf-an-002651,,Flowers > Anniversary,Flowers > Anniversary,,,,,unavailable,Physical good,,,,,,,,60.00,,N,,,,,Size,Standard,Style,Bouquet,,,,,,,,N,N,N
WKDR5U4AV5I65I3EMNERKPGR,Calla Lily Bouquet,"Standard, Vase Arrangement",qf-an-002652,,Flowers > Anniversary,Flowers > Anniversary,,,,,unavailable,Physical good,,,,,,,,65.00,,N,,,,,Size,Standard,Style,Vase Arrangement,,,,,,,,N,N,N
BMGQHPSXTUGIJAJYFK3U3REX,Carnation,Regular,326243D,,Flowers,Flowers,,,,,,Physical good,,,,N,N,N,N,2.50,,N,,N,,N,,,,,,,,-364,,,,N,N,N
4HRF2IMZUT7LOH4DLEOTRFQU,Carnation (mini),Regular,H565460,,Flowers,Flowers,,,,,,Physical good,,,,N,N,N,N,2.50,,N,,N,,N,,,,,,,,-166,,,,N,N,N
S3OPVGRQCODGYO4H6NMGH2QU,Caspia,Regular,J708266,,Flowers,Flowers,,,,,,Physical good,,,,N,N,N,N,2.50,,N,,N,,N,,,,,,,,-26,,,,N,N,N
AZL7VSUKGUXP6XL5ERD3ATU7,Cedar Chip small bag,Regular,952420K,,Soil & Plant Food,Soil & Plant Food,,,,,unavailable,Physical good,,,,N,N,N,N,5.00,,N,,N,,N,,,,,,,,,,,,N,N,N
YFJBF7MEOL7S4N2YEDEL3BBN,Celebration of Life Wreath,Deluxe,qf-ss-003686,"Our Celebration of Life Wreath is a radiant and uplifting tribute designed to honor cherished memories. Crafted with bright yellow chrysanthemums, elegant white roses, and striking pink lilies, this wreath is accented with purple flowers and finished with a satin lavender bow.

Presented on a standing easel, this wreath is a meaningful way to celebrate a loved one’s life, offering warmth, love, and remembrance at funeral or memorial services.

Available Sizes: Medium, Large

Perfect for: Sympathy, Funeral & Memorial Services, Celebration of Life Tributes

Flowers Included: Yellow chrysanthemums, white roses, pink lilies, purple accent flowers, seasonal greenery, satin ribbon bow",Flowers > Sympathy/Funeral > Sympathy for the Service,Flowers > Sympathy/Funeral > Sympathy for the Service,,,,,unavailable,Physical good,,,,Y,,,,400.00,,N,,,,,Size,Deluxe,,,,,,,,,,N,N,N
7DBZ4FWMK2LJWGPLWRMWDQJE,Celebration of Life Wreath,Premium,qf-ss-003687,,Flowers > Sympathy/Funeral > Sympathy for the Service,Flowers > Sympathy/Funeral > Sympathy for the Service,,,,,unavailable,Physical good,,,,,,,,550.00,,N,,,,,Size,Premium,,,,,,,,,,N,N,N
WGFPJBM7XJNS4PBYULEOT3BB,Celosia - Dragon's Breath,Regular,3664825,,Outdoor Plant,Outdoor Plant,,,,,unavailable,Physical good,,,,N,N,N,N,8.99,,N,,N,,N,,,,,,,,,,,,N,N,N
FPYEVRFWMV5RRD77HUFWUD7D,Celosia - Large Tricolor,Regular,3701698,,Outdoor Plant,Outdoor Plant,,,,,unavailable,Physical good,,,,N,N,N,N,11.99,,N,,N,,N,,,,,,,,,,,,N,N,N
UOQF3DSSBB7YXT3TBO6NLSP3,Cemetery Cone,Regular,8322477,,Soil & Plant Food,Soil & Plant Food,,,,,unavailable,Physical good,,,,Y,N,N,N,9.99,,N,,N,,N,,,,,,,,,,,,N,N,N
B3FV4MGVWFDPHMKE7OSWY5P6,Ceramic 14.99,,,,Vases/Pots,Vases/Pots,,,,,unavailable,Physical good,,,,Y,N,N,N,14.99,,N,,N,,N,,,,,,,,,,,,N,N,N
UYH6NFXO3FRCR4YK4U2DADJK,Ceramic 19.99,,,,Vases/Pots,Vases/Pots,,,,,unavailable,Physical good,,,,Y,N,N,N,19.99,,N,,N,,N,,,,,,,,,,,,N,N,N
WBXWYG5Y44R4YXF33CACTUYY,Ceramic 24.99,,,,Vases/Pots,Vases/Pots,,,,,unavailable,Physical good,,,,Y,N,N,N,24.99,,N,,N,,N,,,,,,,,,,,,N,N,N
XE7HD5LYLVX54QLO5IY2CS64,Ceramic 34.99,,,,Vases/Pots,Vases/Pots,,,,,unavailable,Physical good,,,,Y,N,N,N,34.99,,N,,N,,N,,,,,,,,,,,,N,N,N
O7NTPQK5ERYWM5IKJYWGINNM,Ceramic 40.00,Regular,700068B,,Vases/Pots,Vases/Pots,,,,,unavailable,Physical good,,,,N,N,N,N,40.00,,N,,N,,N,,,,,40.00,,,,,,,N,N,N
HNWK2CGGAYKS4IWL6IKJE272,Ceramic 50.00,Regular,K616988,,Vases/Pots,Vases/Pots,,,,,unavailable,Physical good,,,,N,N,N,N,50.00,,N,,N,,N,,,,,50.00,,,,,,,N,N,N
NZZMTVPHNG6YCZDGLONWI6H2,Ceramic 59.99,,,,Vases/Pots,Vases/Pots,,,,,unavailable,Physical good,,,,Y,N,N,N,59.99,,N,,N,,N,,,,,,,,,,,,N,N,N
IWCEBAE2DH2LZHWL4ZUYID2X,Ceramic\Glass Container,Regular,D917284,,Custom Orders,Custom Orders,,,,,unavailable,Physical good,,,,Y,N,N,N,variable,,N,,N,,N,,,,,,,,,,,,N,N,N
WALPX2BY5WDF4OGAHZ6UJCHE,Chanterelle Ribbed Vase,Regular,4434163,,Vases/Pots,Vases/Pots,,,,,unavailable,Physical good,,,,N,N,N,N,26.00,,N,,N,,N,,,,,,,,,,,,N,N,N
Q5QNAA2P4CWM66HYCTC32QD4,Chanterelle Ribbed Vase,Regular,4584295,,,,,,,,unavailable,Physical good,,,,N,N,N,N,28.50,,N,,N,,N,,,,,,,,,,,,N,N,N
UXJ3SP72FDOZX2WOCBYHOIEB,Christmas Wreaths,"8""",Y155258,,Christmas shop,Christmas shop,,,,,unavailable,Physical good,,,,N,N,N,N,20.00,,N,,N,,N,,,,,,,,,,,,N,N,N
6MD44LLL6XKXJT4HLECR5SOU,Christmas Wreaths,"10""",F657626,,Christmas shop,Christmas shop,,,,,unavailable,Physical good,,,,,,,,22.00,,N,,,,N,,,,,,,,,,,,N,N,N
TZOOOITDVRSE4MWT3B7IWBPF,Christmas Wreaths,"12""",1187691,,Christmas shop,Christmas shop,,,,,unavailable,Physical good,,,,,,,,25.00,,N,,,,N,,,,,,,,,,,,N,N,N
2L4Y45OITS4D6FNDS5P5A3SB,Christmas Wreaths,"20""",N756497,,Christmas shop,Christmas shop,,,,,unavailable,Physical good,,,,,,,,45.00,,N,,,,N,,,,,,,,,,,,N,N,N
L3FALF26P3C4VJ277XX27FBI,Christmas Wreaths,"24""",950180Q,,Christmas shop,Christmas shop,,,,,unavailable,Physical good,,,,,,,,75.00,,N,,,,N,,,,,,,,,,,,N,N,N
RJZZC2H5YLDFD4EPUMVMTG4T,Christmas Wreaths,$30,719023F,,Christmas shop,Christmas shop,,,,,unavailable,Physical good,,,,,,,,30.00,,N,,,,N,,,,,,,,,,,,N,N,N
6HQKYAMTUB76KOVSJAQ4RZYL,Christmas Wreaths,$35,5300319,,Christmas shop,Christmas shop,,,,,unavailable,Physical good,,,,,,,,35.00,,N,,,,N,,,,,,,,,,,,N,N,N
YLHCM4AMQRA6LF6SA3JCV3EZ,Christmas Wreaths,$40,4325238,,Christmas shop,Christmas shop,,,,,unavailable,Physical good,,,,,,,,40.00,,N,,,,N,,,,,,,,,,,,N,N,N
3CE7BNCP3AZX2KT4FY52X3XQ,Christmas Wreaths,$50,3716562,,Christmas shop,Christmas shop,,,,,unavailable,Physical good,,,,,,,,50.00,,N,,,,N,,,,,,,,,,,,N,N,N
BSSR6JR5YYKP3IR2XRAUKH5G,Citrus,Regular,1407431,,Outdoor Plant,Outdoor Plant,,,,,unavailable,Physical good,,,,Y,N,N,N,54.99,,N,,N,,N,,,,,,,,,,,,N,N,N
OQE5JYHVIAMSVSWUV4RUG47T,Citrus Grove Bouquet,"Deluxe, Bouquet",qf-bt-001444,"A bright, cheerful mix of yellow tulips, peach dahlias, golden orchids, calla lilies, pincushion protea, and fresh greenery. This modern bouquet radiates warmth and is perfect for celebrating life’s sunny moments.

Please note: Some flower varieties are seasonal and may be substituted with similar blooms of equal value to maintain the look and feel of the arrangement.

Available in Standard, Deluxe, and Premium sizes
Each size includes more stems for a fuller, more dramatic look.",Flowers > Birthday,Flowers > Birthday,,,,,unavailable,Physical good,,,,Y,,,,90.00,,N,,,,,Size,Deluxe,Style,Bouquet,,,,,,,,N,N,N
WTIFV35UXK4U53FKVZHJTRZV,Citrus Grove Bouquet,"Deluxe, Vase Arrangement",qf-bt-001445,,Flowers > Birthday,Flowers > Birthday,,,,,unavailable,Physical good,,,,,,,,105.00,,N,,,,,Size,Deluxe,Style,Vase Arrangement,,,,,,,,N,N,N
7XLVYB22V7I54AL7PUGZWUS7,Citrus Grove Bouquet,"Premium, Bouquet",qf-bt-001446,,Flowers > Birthday,Flowers > Birthday,,,,,unavailable,Physical good,,,,,,,,115.00,,N,,,,,Size,Premium,Style,Bouquet,,,,,,,,N,N,N
